timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1589318154231,54,File4,200,OK,FTP Users 1-6,,true,,1048557,0,6,6,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,1,0,0
1589318154273,26,File5,200,OK,FTP Users 1-1,,true,,1048557,0,6,6,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,3,0,0
1589318154202,101,File5,200,OK,FTP Users 1-5,,true,,1048557,0,6,6,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,9,0,0
1589318154299,21,File6,550,"550 Failed to open file.
",FTP Users 1-1,,false,,0,0,6,6,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,0,0,0
1589318154280,42,File3,200,OK,FTP Users 1-4,,true,,1048557,0,6,6,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,4,0,0
1589318154277,54,File9,200,OK,FTP Users 1-3,,true,,1048557,0,6,6,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,7,0,0
1589318154283,55,File4,200,OK,FTP Users 1-2,,true,,1048557,0,6,6,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,5,0,0
1589318154285,54,File5,200,OK,FTP Users 1-6,,true,,1048557,0,6,6,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,3,0,0
1589318154303,36,File6,550,"550 Failed to open file.
",FTP Users 1-5,,false,,0,0,6,6,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,7,0,0
1589318154332,33,File0,200,OK,FTP Users 1-3,,true,,1048557,0,6,6,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,0,0,0
1589318154339,33,File6,550,"550 Failed to open file.
",FTP Users 1-6,,false,,0,0,6,6,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,3,0,0
